PROPERTY_TYPE,CITY,LOCALITY_NAME,BEDROOM_NUM,FURNISH,MIN_AREA_SQFT,MAX_AREA_SQFT,PRICE_PER_UNIT_AREA,PRICE,AGE,TOTAL_FLOOR,FLOOR_NUM,BALCONY_NUM,FACING,PROP_ID,AMENITIES,FEATURES,IS_PREMIUM
Residential Apartment,South Mumbai,Colaba,3,0,1282,1282,68382,87665724,10,3,1,1,1,PROP00178,"19,17,1,47,21,26,12",1,False
Residential Apartment,Mumbai Beyond Thane,Badlapur,2,0,593,593,11245,6668285,7,11,9,2,2,PROP00179,"47,32,45,41,17,40,19","1,17",True
Residential Apartment,Mumbai South West,Santacruz West,2,0,785,785,32903,25828855,2,15,11,1,6,PROP00180,"12,46,29,24,40,17",1,False
Independent House/Villa,Thane,Thane West,2,2,747,747,14575,10887525,1,1,1,1,1,PROP00181,"29,45,17,44","20,8",True
Farm House,Mumbai Andheri-Dahisar,Dahisar East,3,0,863,863,23662,20420306,4,23,1,1,7,PROP00182,"32,1,21,24,42,41,26,40,45","17,9,28,6",False
Independent House/Villa,Mumbai Andheri-Dahisar,Kandivali West,3,0,1108,1108,18544,20546752,5,20,6,1,1,PROP00183,"17,45,32,40,21","28,6,19,8",True
Residential Apartment,Mumbai Andheri-Dahisar,Kandivali West,5,0,3834,3834,19366,74249244,3,24,17,2,1,PROP00184,"40,19,44","30,20,1,28",True
Independent House/Villa,Mumbai Beyond Thane,Ambernath,3,1,1176,1176,6199,7290024,3,28,23,0,2,PROP00185,"40,45,32,41,17","30,17,9",False
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,5,2,1862,1862,24153,44972886,0,20,11,2,3,PROP00186,"32,21,12","6,17",False
Residential Apartment,Mumbai Andheri-Dahisar,Jogeshwari West,3,1,1325,1325,21179,28062175,7,4,2,2,1,PROP00187,"19,42,25,21,12,46,29,44,47",1,False
Independent House/Villa,Mumbai South West,Juhu,3,2,1369,1369,31270,42808630,2,4,4,0,3,PROP00188,"17,19,44,45,41","6,1,20,19",False
Residential Apartment,Mumbai Beyond Thane,Kalyan,1,1,355,355,8142,2890410,1,6,6,0,4,PROP00189,"26,25,21,44,45,46,17,41","19,20,9,6",False
Residential Apartment,Thane,Majiwada,4,2,1864,1864,18942,35307888,10,3,2,1,5,PROP00190,"42,24,12,46,45,19,29,1,32","19,17",False
Residential Apartment,Navi Mumbai,Kharghar,4,2,2185,2185,17578,38407930,0,4,4,1,8,PROP00191,"26,42,44,1","8,6,30,17",False
Residential Apartment,Thane,Ghodbunder Road,3,0,1024,1024,19608,20078592,1,25,12,1,8,PROP00192,"29,46,42,21,44,1,26","20,30",False
Residential Apartment,Central Mumbai suburbs,Powai,3,0,859,859,17917,15390703,0,9,6,1,5,PROP00193,"23,19,47","20,28",False
Studio Apartment,Mumbai South West,Santacruz West,1,2,454,454,23998,10895092,2,27,18,2,2,PROP00194,"19,46,1",30,False
Serviced Apartments,Thane,Majiwada,2,0,703,703,16129,11338687,4,10,2,2,5,PROP00195,"45,41,12,47,40,44","17,20",True
Residential Apartment,Mumbai Harbour,Reay Road,3,0,1318,1318,18139,23907202,0,24,5,2,7,PROP00196,"24,46,42",30,False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,2,0,766,766,24133,18485878,5,19,11,2,5,PROP00197,"19,29,21,45","6,1,30,17",False
Residential Apartment,Mumbai South West,Vile Parle West,2,2,844,844,27923,23567012,20,3,1,1,2,PROP00198,"40,45,29,12,19,41,17,23,1","9,28",False
Residential Apartment,Thane,Ghodbunder Road,2,1,946,946,14880,14076480,0,5,1,2,1,PROP00199,"29,32,45,41,19,1,21,40,25",6,False
Residential Apartment,South Mumbai,Parel,2,2,808,808,62590,50572720,3,5,4,3,1,PROP00200,"26,45,46,40,24,12",28,True
Studio Apartment,Mumbai Beyond Thane,Ulhasnagar,1,0,466,466,7314,3408324,3,3,3,1,2,PROP00201,"40,1,45",17,False
Residential Apartment,Mumbai South West,Bandra West,2,0,895,895,38612,34557740,15,7,5,3,1,PROP00202,"32,42,21,24,40","6,8,1,19",False
Independent House/Villa,Mira Road And Beyond,Naigaon,1,0,392,392,14931,5852952,2,29,20,2,7,PROP00203,"26,47,41","8,6,9",False
Independent/Builder Floor,Mumbai Andheri-Dahisar,Kandivali West,2,0,743,743,15636,11617548,1,3,2,0,4,PROP00204,"40,1,21,42","8,30",False
Residential Land,Central Mumbai suburbs,Vikhroli,5,0,3860,3860,25070,96770200,15,28,12,1,7,PROP00205,"44,40,26,47,46,1,25,17",30,False
Residential Apartment,South Mumbai,Prabhadevi,4,1,1365,1365,39319,53670435,1,4,1,2,3,PROP00206,"45,17,12,44,24,32,47,42","1,9,19",False
Independent House/Villa,South Mumbai,Worli,3,0,996,996,36346,36200616,0,2,1,2,3,PROP00207,"45,23,41","8,20,17,1",True
Residential Apartment,Mumbai South West,Juhu,2,1,556,556,32869,18275164,5,22,16,2,3,PROP00208,"45,42,23,12",9,False
Residential Apartment,Central Mumbai suburbs,Vikhroli,3,2,1308,1308,26429,34569132,0,8,5,3,2,PROP00209,"24,46,12,29","30,20,8",True
Farm House,Navi Mumbai,Nerul,4,0,2102,2102,12164,25568728,1,4,1,1,2,PROP00210,"40,12,29,25,32,23","1,30,17,28",False
Residential Apartment,Central Mumbai suburbs,Bhandup West,4,0,1999,1999,21650,43278350,3,2,1,2,2,PROP00211,"23,32,29,41,25,12","28,8,19",False
Independent House/Villa,Navi Mumbai,Panvel,2,0,772,772,14196,10959312,1,1,1,2,8,PROP00212,"46,47,23,29,26","17,28,9",False
Serviced Apartments,Central Mumbai suburbs,Kanjurmarg,3,0,882,882,29591,26099262,7,24,24,0,4,PROP00213,"12,45,44,23,26,42","30,9",False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,3,0,1328,1328,22369,29706032,3,19,16,1,2,PROP00214,"32,12,47,46,41,40,23,24",20,True
Farm House,Mumbai Andheri-Dahisar,Malad West,4,2,1883,1883,15022,28286426,1,9,7,1,3,PROP00215,"23,12,41,21,17,29,26,40,24","20,9,17",False
Residential Apartment,Navi Mumbai,Belapur,3,1,1043,1043,14590,15217370,1,9,4,1,3,PROP00216,"45,17,40,46,29","19,20,1,17",True
Residential Apartment,Mumbai Andheri-Dahisar,Malad West,1,0,512,512,14790,7572480,1,7,6,3,4,PROP00217,"40,21,46,17",8,False
Independent House/Villa,Mira Road And Beyond,Bhayander West,3,0,870,870,8770,7629900,10,14,12,1,2,PROP00218,"21,17,12,42,25,19,26,40","1,30",False
Residential Apartment,Mumbai Beyond Thane,Ulhasnagar,2,0,851,851,6596,5613196,2,17,7,2,3,PROP00219,"12,19,47,42,44,17,21",28,False
Residential Apartment,Mumbai Andheri-Dahisar,Kandivali West,3,2,1143,1143,13167,15049881,1,28,17,1,5,PROP00220,"47,26,25","30,19,28,20",False
Residential Apartment,Mumbai Andheri-Dahisar,Kandivali West,3,0,962,962,17169,16516578,10,9,9,2,8,PROP00221,"12,42,46,40,21,24","30,17,19,8",True
Residential Apartment,Mumbai Andheri-Dahisar,Goregaon East,2,2,695,695,20541,14275995,5,25,2,1,5,PROP00222,"46,24,40,41",9,False
Residential Apartment,Central Mumbai suburbs,Mulund West,4,0,1598,1598,22354,35721692,4,27,5,0,6,PROP00223,"26,21,40,25,41,17","30,1,28,17",True
Residential Apartment,South Mumbai,Dadar West,4,2,2002,2002,76507,153167014,0,21,2,2,3,PROP00224,"47,24,21,44,12,46,1",19,False
Residential Apartment,Mumbai South West,Vile Parle West,1,2,607,607,20517,12453819,10,17,2,1,3,PROP00225,"24,29,21,47",8,True
Independent/Builder Floor,Mumbai South West,Vile Parle West,4,2,1206,1206,38657,46620342,5,26,17,0,7,PROP00226,"24,47,32",30,False
Independent/Builder Floor,Mira Road And Beyond,Bhayander West,2,1,589,589,11802,6951378,2,20,11,1,7,PROP00227,"19,46,40,45","8,28",False
Residential Apartment,Mumbai Harbour,Wadala,1,0,511,511,19316,9870476,3,10,1,0,8,PROP00228,"42,12,40,41","30,19,8,20",True
Residential Apartment,Mumbai South West,Bandra West,3,1,1109,1109,38491,42686519,0,15,11,1,7,PROP00229,"42,26,21,24,29,47,45,23,25","19,1,20",False
Independent House/Villa,Mumbai Andheri-Dahisar,Andheri East,5,0,3202,3202,14135,45260270,3,19,5,2,5,PROP00230,"45,24,21,25,47,26,40","8,28",True
Residential Apartment,Mumbai Andheri-Dahisar,Andheri West,5,0,2754,2754,21952,60455808,2,27,2,1,4,PROP00231,"46,24,29,42",20,False
Residential Apartment,Mira Road And Beyond,Naigaon,3,0,1159,1159,10605,12291195,4,4,2,2,2,PROP00232,"44,40,45,24,1,47,41,19",17,False
Residential Apartment,South Mumbai,Colaba,1,2,552,552,50173,27695496,2,17,8,1,1,PROP00233,"23,46,24,29,17","9,30",False
Residential Apartment,Mumbai South West,Santacruz West,4,0,1672,1672,23062,38559664,2,19,18,2,3,PROP00234,"17,26,19,29,42,24,46,45","19,20,9",False
Residential Apartment,Mumbai Andheri-Dahisar,Kandivali West,3,1,1073,1073,15213,16323549,5,18,7,2,7,PROP00235,"24,42,21,41,1",17,False
Residential Apartment,Mumbai Harbour,Cotton Green,2,1,739,739,20430,15097770,0,14,1,1,7,PROP00236,"47,23,17,29,44,24,41,12","6,9,28,20",False
Residential Apartment,Navi Mumbai,Nerul,2,1,581,581,14207,8254267,7,19,1,2,7,PROP00237,"23,24,41,25,12,21",28,False
Residential Apartment,Central Mumbai suburbs,Vikhroli,3,2,1279,1279,18549,23724171,2,19,10,1,8,PROP00238,"45,42,29,40,44,1,23,47,19",8,False
Residential Apartment,Mumbai Andheri-Dahisar,Goregaon East,2,0,916,916,24308,22266128,2,1,1,2,8,PROP00239,"25,47,19,23,17,40,12,42,45","9,20,8,1",True
Serviced Apartments,Mira Road And Beyond,Bhayander West,2,0,699,699,8985,6280515,7,8,2,1,7,PROP00240,"21,25,42,12,41,44,29,32,1","19,1,17,6",False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,2,0,778,778,16397,12756866,7,22,9,2,4,PROP00241,"1,24,46,41,19,44,42,25","20,30,9,28",False
Residential Apartment,South Mumbai,Colaba,2,2,560,560,72001,40320560,0,16,14,0,7,PROP00242,"1,44,45,24,25,32","28,6",False
Independent House/Villa,Mira Road And Beyond,Naigaon,4,2,1355,1355,10360,14037800,1,27,19,1,2,PROP00243,"44,41,29,25,12","17,6,19",False
Residential Apartment,South Mumbai,Fort,2,1,872,872,57451,50097272,4,2,2,1,1,PROP00244,"44,19,26,12,45","19,20,17,8",True
Residential Apartment,Central Mumbai suburbs,Powai,2,0,673,673,24313,16362649,5,22,10,1,3,PROP00245,"23,1,17,24,25,32,12,42,46","6,9",False
Residential Apartment,Thane,Thane West,3,1,942,942,14113,13294446,5,10,1,1,2,PROP00246,"32,47,45,26,46,41,12",30,False
Independent House/Villa,South Mumbai,Prabhadevi,5,0,2411,2411,70352,169618672,4,7,4,2,1,PROP00247,"24,40,29,32,41,26,44","6,20,9",False
Studio Apartment,Mumbai South West,Vile Parle West,1,1,336,336,33730,11333280,2,13,4,1,4,PROP00248,"25,46,29,19,21","1,17",False
Residential Apartment,Mumbai Andheri-Dahisar,Andheri West,2,1,677,677,14421,9763017,2,14,2,2,3,PROP00249,"44,23,45,32,42,12,24,46,47","28,30",False
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,3,0,1014,1014,21206,21502884,1,22,16,0,3,PROP00250,"17,19,1,41,12,46","30,1,9,28",False
Residential Apartment,Mumbai Harbour,Cotton Green,2,0,687,687,25045,17205915,5,7,4,2,8,PROP00251,"17,21,1,45,47","17,19,30",False
Independent House/Villa,Navi Mumbai,Kharghar,2,2,613,613,10821,6633273,1,29,21,1,1,PROP00252,"47,19,29,42,41,25","1,17,19",True
Residential Apartment,Central Mumbai suburbs,Kanjurmarg,2,1,829,829,21840,18105360,4,10,6,1,2,PROP00253,"44,1,41,26,17,21,29,23,12","19,30,1,20",False
Residential Apartment,Mumbai Andheri-Dahisar,Jogeshwari West,3,1,1194,1194,21216,25331904,4,21,8,1,4,PROP00254,"26,40,23,21,25,19,29","9,17,20",False
Independent House/Villa,South Mumbai,Prabhadevi,1,0,354,354,48534,17181036,5,15,11,1,3,PROP00255,"19,25,29,41,44,1,32,46,26","6,20,9",True
Residential Apartment,Thane,Manpada,3,1,1021,1021,18369,18754749,2,13,7,2,2,PROP00256,"25,19,32,41,21",6,False
Residential Land,Mumbai Andheri-Dahisar,Jogeshwari West,3,0,1172,1172,16655,19519660,2,17,7,1,3,PROP00257,"24,1,40,44","17,20",True
Residential Apartment,Mumbai Andheri-Dahisar,Kandivali West,2,2,861,861,19913,17145093,1,6,6,0,7,PROP00258,"40,19,1,41,46","9,28,20",False
Independent/Builder Floor,Mira Road And Beyond,Vasai,1,1,567,567,12220,6928740,5,9,2,3,2,PROP00259,"12,19,24,25,29,47,44,40","9,8,20",False
Residential Land,Mira Road And Beyond,Vasai,3,0,1074,1074,14936,16041264,0,8,4,1,8,PROP00260,"26,47,23,24,32,25",6,False
Residential Apartment,Mira Road And Beyond,Bhayander East,2,0,902,902,12307,11100914,1,2,1,1,2,PROP00261,"46,24,26,21,47","20,17,9",True
Residential Apartment,South Mumbai,Parel,2,1,674,674,85938,57922212,4,24,6,2,3,PROP00262,"23,32,1,26","1,6,28",True
Residential Apartment,Mumbai Andheri-Dahisar,Andheri West,3,0,892,892,24972,22275024,0,6,5,2,1,PROP00263,"45,42,23,47,25,19,29","19,17,6,20",False
Residential Apartment,Mira Road And Beyond,Vasai,3,0,1376,1376,13694,18842944,0,9,7,2,1,PROP00264,"24,46,29,32,25,44,42","6,9,28",False
Studio Apartment,Mira Road And Beyond,Bhayander West,1,0,647,647,14697,9508959,2,21,12,1,4,PROP00265,"26,47,24,19","6,28,19",False
Residential Apartment,Mira Road And Beyond,Naigaon,3,0,950,950,8589,8159550,2,13,5,1,6,PROP00266,"41,45,19,42,46,44,17,12,1","8,28,20,6",True
Residential Apartment,Central Mumbai suburbs,Mulund West,4,2,2031,2031,26496,53813376,15,17,4,2,8,PROP00267,"21,25,23,47,46,44","6,8,28",False
Residential Apartment,Mira Road And Beyond,Naigaon,2,2,716,716,11493,8228988,1,21,11,1,2,PROP00268,"46,24,47,12,42,21","30,19,6",False
Residential Apartment,Navi Mumbai,Panvel,2,0,632,632,8602,5436464,5,26,18,2,8,PROP00269,"26,19,21,45,46","30,8",False
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,2,1,887,887,22496,19953952,0,1,1,2,6,PROP00270,"45,47,24,46,29,40,1,21","1,20,30",False
Residential Apartment,Mira Road And Beyond,Bhayander West,4,0,2098,2098,13986,29342628,2,11,6,1,6,PROP00271,"32,26,40,41,1,44","17,9,28,8",True
Farm House,Mumbai Andheri-Dahisar,Dahisar East,4,2,1782,1782,20167,35937594,2,25,18,1,2,PROP00272,"26,19,47,44,40,42,12,17","17,19,6",False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,2,0,767,767,21462,16461354,0,27,14,2,8,PROP00273,"19,32,42,1,12,44,47","6,19",False
Residential Apartment,Navi Mumbai,Vashi,3,0,1025,1025,15257,15638425,2,23,20,2,4,PROP00274,"19,21,44","8,19,30,28",False
Residential Apartment,Navi Mumbai,Vashi,5,0,3790,3790,8881,33658990,2,4,1,1,8,PROP00275,"47,24,17,29,46,41,26,21,12","20,1,6,17",False
Independent House/Villa,Thane,Thane East,2,0,612,612,11090,6787080,10,4,4,1,7,PROP00276,"40,23,25,17,44","20,28,6",False
Residential Apartment,South Mumbai,Worli,3,0,1115,1115,36321,40497915,0,20,17,1,1,PROP00277,"17,45,41,32,21",28,False
Residential Apartment,Mumbai South West,Khar West,2,2,640,640,34059,21797760,2,10,10,2,7,PROP00278,"19,45,40","6,1,9,28",True
Residential Apartment,Mumbai South West,Bandra West,1,2,625,625,42605,26628125,0,8,7,2,5,PROP00279,"19,25,42,26,41,45","30,8,28",False
Independent House/Villa,Mumbai South West,Santacruz West,3,2,1083,1083,26868,29098044,1,2,1,2,6,PROP00280,"29,23,19","9,8,30,20",False
Residential Apartment,Mumbai Andheri-Dahisar,Andheri West,2,0,902,902,22613,20396926,20,18,15,1,1,PROP00281,"40,12,23,32,21,1,25,46,24",30,False
Serviced Apartments,Mumbai Andheri-Dahisar,Kandivali West,1,2,473,473,21616,10224368,20,5,3,2,3,PROP00282,"41,32,26,45,24,17,46,44","30,17,6,8",False
Independent House/Villa,Mumbai Andheri-Dahisar,Jogeshwari West,3,0,1222,1222,24772,30271384,0,28,24,2,8,PROP00283,"24,46,45,25,21,44,12","20,19,6",False
Residential Apartment,Mumbai Harbour,Wadala,3,1,1027,1027,24167,24819509,2,21,16,3,7,PROP00284,"24,40,41,12,25,42",19,False
Residential Apartment,Mira Road And Beyond,Naigaon,4,2,1650,1650,13952,23020800,20,3,3,1,3,PROP00285,"23,40,32,45","20,8",False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,3,0,1398,1398,13975,19537050,20,19,15,2,5,PROP00286,"17,40,26","9,30,20,1",True
Independent House/Villa,Mumbai Andheri-Dahisar,Andheri West,1,2,348,348,20676,7195248,2,16,3,2,1,PROP00287,"25,44,1,41,47,26,46","6,17,30",False
Residential Apartment,Navi Mumbai,Vashi,2,2,580,580,11522,6682760,4,26,26,1,4,PROP00288,"29,44,46,21,32","28,30,20",False
Independent House/Villa,Thane,Ghodbunder Road,4,0,2125,2125,13415,28506875,10,18,13,2,3,PROP00289,"29,19,32,25,24","17,1,28,20",False
Serviced Apartments,Thane,Thane West,3,0,1307,1307,11014,14395298,0,8,6,1,7,PROP00290,"17,21,29,19,32,25","17,19,28",True
Residential Apartment,Central Mumbai suburbs,Kanjurmarg,2,2,774,774,15639,12104586,2,8,2,1,8,PROP00291,"41,17,12","9,6",False
Residential Apartment,Mumbai South West,Bandra West,4,2,1681,1681,41833,70321273,0,19,14,1,3,PROP00292,"25,1,42,29,46,19,21","30,6,17",True
Independent/Builder Floor,Mira Road And Beyond,Bhayander West,3,2,1044,1044,8228,8590032,0,3,3,1,3,PROP00293,"1,44,25,46,23,29,45,24","17,19,30,1",False
Residential Apartment,Central Mumbai suburbs,Vikhroli,2,0,811,811,24758,20078738,10,24,18,2,2,PROP00294,"29,47,19,26,24,46","1,19,6",False
Independent/Builder Floor,South Mumbai,Fort,4,2,1426,1426,33217,47367442,7,18,11,1,7,PROP00295,"23,24,26,46,19","30,20,6",False
Residential Apartment,Thane,Thane East,3,2,1200,1200,18048,21657600,15,20,11,0,7,PROP00296,"1,45,42,32,17,19,46,21","6,30,8,19",True
Studio Apartment,Mumbai Harbour,Wadala,1,2,300,300,14893,4467900,4,10,10,1,3,PROP00297,"40,42,47,45,44",1,False
Residential Apartment,Mumbai Beyond Thane,Dombivli,4,0,1382,1382,10558,14591156,7,6,1,1,8,PROP00298,"45,46,19,47,23,17,44,21",28,False
Serviced Apartments,Central Mumbai suburbs,Bhandup West,3,2,1379,1379,20704,28550816,1,17,3,2,5,PROP00299,"42,32,24,19,21,45,29",1,False
Residential Apartment,Mumbai Harbour,Wadala,2,2,658,658,27209,17903522,4,10,2,2,5,PROP00300,"46,24,32,40,21,17","28,20",True
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,3,0,968,968,20239,19591352,4,28,9,2,6,PROP00301,"12,42,29,25,44,21,26,40","19,28",False
Residential Apartment,Mumbai South West,Santacruz West,1,2,458,458,44939,20582062,3,4,1,1,2,PROP00302,"41,29,21",1,False
Residential Land,Mumbai Andheri-Dahisar,Malad West,4,0,1341,1341,14956,20055996,2,18,14,1,6,PROP00303,"45,29,41,1,17","8,6",False
Residential Apartment,Mira Road And Beyond,Naigaon,3,1,1395,1395,14349,20016855,20,6,6,1,3,PROP00304,"42,17,46,19,25","28,17,30",True
Residential Apartment,Mumbai Andheri-Dahisar,Andheri West,1,1,440,440,17496,7698240,1,5,2,2,3,PROP00305,"32,45,29,42,24,46","30,9,8",False
Independent House/Villa,South Mumbai,Matunga,2,0,583,583,91089,53104887,4,17,1,1,1,PROP00306,"17,1,19,46,29","1,28,20,30",False
Residential Apartment,Mumbai Harbour,Chembur,3,2,922,922,16531,15241582,0,1,1,2,6,PROP00307,"47,21,24,17","1,6,20",False
Independent House/Villa,Central Mumbai suburbs,Powai,3,0,1003,1003,16972,17022916,1,22,13,2,3,PROP00308,"41,29,40,44,45,42,47,12","28,9,6,19",False
Residential Land,Mumbai South West,Khar West,4,2,1522,1522,42489,64668258,2,16,2,1,6,PROP00309,"17,12,46,44,25,26,40,19,42",6,False
Residential Apartment,Mumbai South West,Khar West,4,1,1611,1611,23860,38438460,0,14,7,1,7,PROP00310,"42,17,41,29","9,20,1,8",True
Residential Land,Navi Mumbai,Panvel,2,1,781,781,14682,11466642,0,12,12,0,1,PROP00311,"1,40,23",1,False
Residential Apartment,Thane,Thane West,5,2,2945,2945,10530,31010850,10,7,7,1,8,PROP00312,"41,17,47,32","28,9,8",False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,2,2,553,553,13239,7321167,1,26,16,3,1,PROP00313,"23,21,45,29,47,41,25,19","17,19",False
Residential Land,Mumbai Andheri-Dahisar,Malad West,5,0,2942,2942,19394,57057148,1,6,6,2,6,PROP00314,"44,12,19","28,20,17",False
Independent/Builder Floor,Thane,Ghodbunder Road,3,0,1172,1172,19238,22546936,7,20,4,1,2,PROP00315,"25,42,45","30,28,17,6",False
Residential Apartment,South Mumbai,Parel,1,0,401,401,40488,16235688,20,20,14,1,5,PROP00316,"23,42,45,12,17,40,41,47",19,False
Residential Apartment,Navi Mumbai,Nerul,1,2,589,589,10602,6244578,2,24,21,1,8,PROP00317,"44,47,24,45,29,42,12,19,41","9,28,20,17",False
Residential Apartment,Thane,Ghodbunder Road,2,2,845,845,17712,14966640,7,15,1,2,1,PROP00318,"19,12,23,21,41,44,45,25,47","1,28,9,30",True
Residential Apartment,South Mumbai,Dadar West,2,1,892,892,54604,48706768,4,14,13,0,2,PROP00319,"12,17,25,1,46,24,26,44,21","17,6,20",True
Residential Apartment,South Mumbai,Matunga,3,2,884,884,43889,38797876,7,6,1,1,8,PROP00320,"24,29,42","1,9,8,19",False
Independent House/Villa,Navi Mumbai,Vashi,3,0,998,998,12928,12902144,2,14,13,3,2,PROP00321,"12,23,44,45,47,41,19","6,1,28",False
Residential Apartment,South Mumbai,Prabhadevi,3,0,990,990,92856,91927440,1,4,2,2,5,PROP00322,"23,19,44,47,29,21","6,9",False
Residential Apartment,Mira Road And Beyond,Naigaon,2,0,799,799,11948,9546452,20,27,21,1,6,PROP00323,"44,40,47","8,28,19",False
Studio Apartment,Mumbai Beyond Thane,Ulhasnagar,1,2,565,565,8290,4683850,0,21,13,2,6,PROP00324,"21,32,41,42,12,29,23","20,8,19,30",False
Residential Apartment,Mumbai South West,Khar West,1,0,576,576,41204,23733504,0,19,15,1,1,PROP00325,"46,32,1",6,False
Residential Apartment,Mira Road And Beyond,Bhayander East,2,0,755,755,8562,6464310,15,10,10,1,2,PROP00326,"26,21,17,24,46,29",19,False
Studio Apartment,Central Mumbai suburbs,Powai,1,0,576,576,19946,11488896,2,16,7,1,5,PROP00327,"25,23,44,1,41,12,26,42","20,28",False
Residential Apartment,Mumbai Andheri-Dahisar,Andheri East,4,0,1920,1920,18345,35222400,5,9,8,2,4,PROP00328,"17,42,46,12,26,21","28,6",True
Residential Apartment,Navi Mumbai,Kharghar,2,1,844,844,15794,13330136,7,7,7,1,6,PROP00329,"41,32,21,25,26","30,1,28",False
Independent House/Villa,Mumbai Andheri-Dahisar,Jogeshwari West,2,1,751,751,24759,18594009,1,3,1,2,1,PROP00330,"19,32,46,42","30,6,8",True
Residential Apartment,Mumbai Andheri-Dahisar,Jogeshwari West,4,0,1856,1856,21711,40295616,0,2,2,2,7,PROP00331,"24,47,17,44,45,25,1","8,1,9,28",True
Residential Apartment,South Mumbai,Worli,1,2,321,321,91303,29308263,0,20,15,1,1,PROP00332,"41,12,1,23,21,25,26,44",28,False
Serviced Apartments,South Mumbai,Fort,3,1,921,921,44999,41444079,15,9,3,2,2,PROP00333,"41,23,26,32,1,12,17,44,47",8,False
Residential Apartment,Mumbai Andheri-Dahisar,Andheri West,1,0,632,632,19701,12451032,3,25,21,3,4,PROP00334,"26,25,23,41,42,46,29,40","20,28,9",True
Farm House,Mumbai Harbour,Sewri,3,2,862,862,22128,19074336,5,17,6,1,8,PROP00335,"44,40,23,41,29,21,17,12","9,17",True
Residential Apartment,Navi Mumbai,Belapur,3,2,937,937,11907,11156859,5,9,4,2,7,PROP00336,"17,44,29,24","9,6,17",True
Residential Apartment,Mumbai Andheri-Dahisar,Jogeshwari West,3,0,1302,1302,19355,25200210,1,6,1,2,8,PROP00337,"1,21,25,29","6,19",False
Independent House/Villa,Mumbai Andheri-Dahisar,Borivali West,4,0,1551,1551,20534,31848234,10,11,9,3,2,PROP00338,"42,19,23,40,45,29","28,17,20,30",False
